id,anime_id
880,5504
881,2999
882,36049
883,4264
884,3745
885,10465
886,9600
887,34008
888,332
889,8626
890,2882
891,6574
892,16303
893,19945
894,5940
895,22239
896,3932
897,932
898,10378
899,37244
900,5080
901,33589
902,35964
903,5583
904,7588
905,31780
906,1337
907,33605
908,261
909,4664
910,27741
911,23699
912,930
913,17391
914,10196
915,10728
916,25099
917,22865
918,15979
919,616
920,752
921,27683
922,35382
923,5784
924,1919
925,10260
926,4017
927,31139
928,145
929,8800
930,2107
931,34893
932,28817
933,37710
934,32366
935,673
936,13411
937,3713
938,1826
939,22585
940,20853
941,1723
942,4451
943,4936
944,33478
945,2404
946,208
947,25365
948,22503
949,11235
950,36545
951,18097
952,152
953,14231
954,17371
955,17113
956,30382
957,12699
958,31181
959,24459
960,3808
961,1289
962,21201
963,10765
964,82
965,10568
966,2515
967,2696
968,2698
969,33803
970,34979
971,7583
972,8546
973,498
974,6181
975,8357
976,11341
977,33209
978,30103
979,17821
980,6199
981,2757
982,13271
983,20385
984,18639
985,8098
986,34312
987,27633
988,31640
989,17469
990,21419
991,18121
992,1874
993,5525
994,16381
995,1937
996,2363
997,34870
998,2782
999,54
1000,32039
1001,32353
1002,8491
1003,1014
1004,6075
1005,6344
1006,33104
1007,13643
1008,10217
1009,424
1010,10845
1011,6896
1012,32888
1013,31838
1014,164
1015,605
1016,855
1017,18231
1018,13115
1019,8364
1020,670
1021,718
1022,35434
1023,25055
1024,13391
1025,2030
1026,18195
1027,21479
1028,30379
1029,384
1030,2684
1031,2786
1032,5052
1033,12343
1034,32041
1035,31829
1036,7643
1037,33190
1038,1500
1039,31318
1040,1117
1041,903
1042,35069
1043,36846
1044,33021
1045,1056
1046,917
1047,7148
1048,31804
1049,2229
1050,2490
1051,17679
1052,4056
1053,1725
1054,34535
1055,32410
1056,117
1057,31020
1058,34388
1059,8756
1060,1864
1061,6773
1062,31499
1063,1935
1064,10050
1065,551
1066,9533
1067,690
1068,33511
1069,31091
1070,6902
1071,329
1072,25143
1073,585
1074,6882
1075,3023
1076,2680
1077,4929
1078,23605
1079,19877
1080,126
1081,14407
1082,12867
1083,869
1084,3087
1085,4038
1086,33756
1087,34091
1088,33197
1089,7248
1090,34083
1091,24695
1092,1707
1093,13215
1094,28077
1095,10207
1096,8362
1097,33046
1098,2212
1099,27947
1100,1803
1101,13403
1102,4188
1103,1413
1104,2563
1105,24909
1106,133
1107,2400
1108,18495
1109,4033
1110,603
1111,34262
1112,3692
1113,31410
1114,6676
1115,1902
1116,360
1117,278
1118,30751
1119,431
1120,24373
1121,2238
1122,14181
1123,2758
1124,411
1125,30091
1126,34825
1127,1660
1128,2336
1129,36101
1130,27911
1131,18343
1132,4209
1133,10048
1134,2870
1135,33278
1136,375
1137,33490
1138,3258
1139,33758
1140,23555
1141,10659
1142,13125
1143,2017
1144,28249
1145,1816
1146,256
1147,2771
1148,15905
1149,17815
1150,4765
1151,3271
1152,3836
1153,13331
1154,8909
1155,33498
1156,526
1157,33850
1158,3313
1159,34373
1160,1156
1161,9366
1162,35805
1163,9855
1164,17115
1165,2712
1166,5097
1167,4415
1168,24531
1169,467
1170,36692
1171,17643
1172,2207
1173,21435
1174,3549
1175,31927
1176,1365
1177,10547
1178,1490
1179,6872
1180,12347
1181,33087
1182,1292
1183,21431
1184,746
1185,8514
1186,6637
1187,1709
1188,33362
1189,5204
1190,8324
1191,37044
1192,12899
1193,1572
1194,34280
1195,30066
1196,17895
1197,1729
1198,1621
1199,2042
1200,25345
1201,5908
1202,10359
1203,1082
1204,33038
1205,32805
1206,1582
1207,33712
1208,15613
1209,31174
1210,34771
1211,6920
1212,13709
1213,2019
1214,1832
1215,2333
1216,12549
1217,36291
1218,22961
1219,3605
1220,5088
1221,898
1222,36225
1223,272
1224,9598
1225,11751
1226,2449
1227,15201
1228,30825
1229,3673
1230,8728
1231,31845
1232,8630
1233,22335
1234,33247
1235,34607
1236,9212
1237,980
1238,32663
1239,24705
1240,3065
1241,28227
1242,34915
1243,35285
1244,26055
1245,23233
1246,32601
1247,6701
1248,841
1249,1090
1250,1211
1251,1930
1252,21835
1253,12055
1254,15989
1255,1329
1256,15437
1257,99
1258,36234
1259,32696
1260,1973
1261,32323
1262,5114
1263,6288
1264,16331
1265,35712
1266,22031
1267,9865
1268,19959
1269,32735
1270,34830
1271,29513
1272,12671
1273,1023
1274,9288
1275,34006
1276,34497
1277,1254
1278,19257
1279,929
1280,1021
1281,18391
1282,23787
1283,17437
1284,668
1285,31417
1286,20371
1287,30757
1288,31588
1289,1604
1290,12877
1291,25
1292,2095
1293,32816
1294,4548
1295,22043
1296,30230
1297,456
1298,34647
1299,33419
1300,31807
1301,3077
1302,25161
1303,7712
1304,25973
1305,31111
1306,635
1307,1848
1308,13239
1309,32175
1310,1030
1311,34034
1312,34611
1313,36777
1314,6479
1315,13283
1316,27927
1317,10216
1318,4985
1319,529
1320,1361
1321,33929
1322,5645
1323,10504
1324,36491
1325,35333
1326,32423
1327,4066
1328,29807
1329,36502
1330,35914
1331,28121
1332,2273
1333,6213
1334,5020
1335,2824
1336,4200
1337,9940
1338,19159
1339,12037
1340,23539
1341,33474
1342,334
1343,18941
1344,27567
1345,31980
1346,116
1347,36525
1348,36823
1349,5914
1350,6050
1351,895
1352,1591
1353,604
1354,2927
1355,2237
1356,3430
1357,32574
1358,31414
1359,137
1360,6993
1361,1047
1362,597
1363,15811
1364,32740
1365,24625
1366,3604
1367,4181
1368,3545
1369,36297
1370,34281
1371,32899
1372,1070
1373,31715
1374,465
1375,167
1376,10638
1377,37505
1378,3003
1379,7793
1380,36468
1381,23137
1382,34239
1383,33080
1384,33213
1385,21085
1386,10324
1387,34888
1388,37187
1389,35220
1390,1055
1391,37258
1392,19367
1393,6684
1394,8244
1395,33447
1396,5231
1397,2708
1398,34863
1399,10155
1400,34028
1401,35559
1402,31418
1403,28
1404,33975
1405,1303
1406,2124
1407,33979
1408,35512
1409,1474
1410,14127
1411,6500
1412,32195
1413,1931
1414,14093
1415,5902
1416,31933
1417,26123
1418,462
1419,4211
1420,1526
1421,12175
1422,1722
1423,8516
1424,26359
1425,6774
1426,22377
1427,942
1428,36732
1429,6397
1430,4890
1431,36010
1432,6031
1433,35860
1434,8110
1435,19029
1436,16001
1437,23619
1438,12355
1439,811
1440,6067
1441,1097
1442,367
1443,6718
1444,27681
1445,34720
1446,31618
1447,7748
1448,5028
1449,22699
1450,35612
1451,20479
1452,25157
1453,1397
1454,9346
1455,212
1456,31019
1457,1107
1458,35676
1459,8609
1460,20449
1461,28179
1462,6201
1463,15085
1464,8041
1465,2112
1466,36220
1467,25073
1468,16472
1469,3469
1470,26395
1471,508
1472,3630
1473,134
1474,20651
1475,6408
1476,9253
1477,928
1478,470
1479,30850
1480,32869
1481,6635
1482,32555
1483,20001
1484,36003
1485,5597
1486,35522
1487,6095
1488,34613
1489,5118
1490,27775
1491,324
1492,32871
1493,22693
1494,2834
1495,1727
1496,1384
1497,22125
1498,3086
1499,21809
1500,970
1501,759
1502,372
1503,12267
1504,7523
1505,11491
1506,1822
1507,36548
1508,2221
1509,14145
1510,37590
1511,32191
1512,114
1513,29163
1514,21073
1515,2545
1516,23327
1517,868
1518,665
1519,203
1520,1241
1521,12237
1522,943
1523,23537
1524,1530
1525,32826
1526,285
1527,3660
1528,31442
1529,6078
1530,1038
1531,23319
1532,45
1533,419
1534,83
1535,2923
1536,22789
1537,30702
1538,2516
1539,1427
1540,253
1541,1251
1542,34914
1543,10390
1544,32944
1545,4586
1546,2398
1547,11783
1548,321
1549,32915
1550,5013
1551,10083
1552,3570
1553,3114
1554,8456
1555,8339
1556,37000
1557,25867
1558,34277
1559,10406
1560,31397
1561,31994
1562,21511
1563,2889
1564,2951
1565,148
1566,27957
1567,30663
1568,35443
1569,23289
1570,35254
1571,466
1572,34877
1573,2222
1574,23643
1575,19775
1576,25597
1577,10067
1578,17729
1579,7266
1580,762
1581,3655
1582,451
1583,839
1584,18617
1585,4074
1586,33950
1587,33760
1588,32916
1589,13601
1590,6604
1591,34543
1592,473
1593,22359
1594,35251
1595,36039
1596,8250
1597,16904
1598,8449
1599,34374
1600,8426
1601,23673
1602,1157
1603,12921
1604,7770
1605,11209
1606,12729
1607,36586
1608,9750
1609,34902
1610,29687
1611,29865
1612,18419
1613,4306
1614,31289
1615,34292
1616,20971
1617,6462
1618,8425
1619,2603
1620,953
1621,31861
1622,24977
1623,13759
1624,27969
1625,10832
1626,196
1627,14183
1628,30543
1629,1186
1630,8065
1631,28377
1632,10595
1633,31995
1634,5673
1635,3701
1636,26019
1637,2709
1638,6657
1639,15823
1640,815
1641,20801
1642,34812
1643,3561
1644,3325
1645,13799
1646,6895
1647,31633
1648,9587
1649,1234
1650,3613
1651,3391
1652,27419
1653,3000
1654,6768
1655,43
1656,27831
1657,17637
1658,15389
1659,23383
1660,32897
1661,31018
1662,5526
1663,35498
1664,35890
1665,572
1666,2804
1667,9333
1668,17843
1669,2050
1670,819
1671,4496
1672,4581
1673,1544
1674,1608
1675,3219
1676,11285
1677,35557
1678,1872
1679,2926
1680,36191
1681,1661
1682,21737
1683,34240
1684,31456
1685,9958
1686,5353
1687,9124
1688,33685
1689,34021
1690,11659
1691,565
1692,1218
1693,32171
1694,11185
1695,31564
1696,33500
1697,13137
1698,5702
1699,7337
1700,34866
1701,17585
1702,18745
1703,20543
1704,8234
1705,21235
1706,10611
1707,22695
1708,3137
1709,3162
1710,9922
1711,502
1712,688
1713,1635
1714,7160
1715,37179
1716,1235
1717,8408
1718,2158
1719,19429
1720,3670
1721,838
1722,36197
1723,10017
1724,35250
1725,7582
1726,29301
1727,12461
1728,795
1729,5570
1730,27939
1731,34085
1732,34639
1733,55
1734,34944
1735,22955
1736,33125
1737,23679
1738,26449
1739,25991
1740,5053
1741,23945
1742,1236
1743,13599
1744,36573
1745,3466
1746,8832
1747,17727
1748,31989
1749,1375
1750,21677
1751,33236
1752,16868
1753,27709
1754,2176
1755,31909
1756,454
1757,2965
1758,28999
1759,33999
1760,6421
1761,33672
1762,6868
1763,10714
1764,29809
1765,35182
1766,84
1767,23225
1768,2262
1769,629
1770,2577
1771,2185
1772,37188
1773,28351
1774,266
1775,1878
1776,3019
1777,1281
1778,175
1779,11859
1780,257
1781,3911
1782,5877
1783,2100
1784,4082
1785,16774
1786,934
1787,12963
1788,29575
1789,22777
1790,1120
1791,1634
1792,30390
1793,11771
1794,34733
1795,34766
1796,28859
1797,30100
1798,27787
1799,3229
1800,8841
1801,18939
1802,390
1803,4504
1804,13781
1805,13833
1806,11237
1807,3358
1808,15315
1809,5305
1810,552
1811,101
1812,34525
1813,1509
1814,11739
1815,4013
1816,30240
1817,6932
1818,27687
1819,35255
1820,1278
1821,404
1822,10361
1823,31821
1824,4752
1825,80
1826,3501
1827,2452
1828,111
1829,33433
1830,11741
1831,10075
1832,32875
1833,32502
1834,22663
1835,951
1836,36760
1837,1713
1838,4513
1839,35079
1840,2598
1841,2583
1842,1293
1843,9645
1844,28387
1845,7661
1846,3223
1847,19685
1848,6893
1849,9455
1850,32634
1851,3468
1852,1136
1853,29317
1854,35235
1855,16928
1856,34934
1857,25805
1858,1827
1859,6736
1860,920
1861,6624
1862,23877
1863,15061
1864,14941
1865,32827
1866,36593
1867,2579
1868,631
1869,1391
1870,34032
1871,3863
1872,32830
1873,15313
1874,25731
1875,3625
1876,36737
1877,773
1878,31884
1879,5959
1880,24439
1881,1564
1882,30246
1883,908
1884,5832
1885,33
1886,4639
1887,595
1888,9107
1889,299
1890,24701
1891,21305
1892,1662
1893,17827
1894,30291
1895,371
1896,29223
1897,11531
1898,6064
1899,8115
1900,5507
1901,17265
1902,35639
1903,7375
1904,3787
1905,3754
1906,30923
1907,373
1908,5658
1909,6023
1910,1170
1911,21189
1912,36861
1913,1694
1914,1862
1915,36009
1916,223
1917,169
1918,270
1919,2385
1920,1095
1921,30988
1922,2756
1923,9445
1924,3355
1925,16363
1926,3280
1927,34383
1928,34675
1929,5671
1930,30893
1931,16678
1932,17901
1933,13785
1934,1112
1935,9741
1936,21339
1937,32276
1938,4132
1939,8023
1940,25857
1941,36943
1942,36169
1943,13219
1944,2409
1945,4450
1946,36175
1947,24703
1948,17121
1949,154
1950,5895
1951,31578
1952,7307
1953,28683
1954,2501
1955,36849
1956,15225
1957,35222
1958,3706
1959,21241
1960,561
1961,36797
1962,12599
1963,31251
1964,11835
1965,883
1966,21439
1967,1553
1968,76
1969,2842
1970,24773
1971,10681
1972,9938
1973,1825
1974,1374
1975,20973
1976,1956
1977,573
1978,7705
1979,29893
1980,35009
1981,33581
1982,31812
1983,36524
1984,65
1985,32251
1986,1747
1987,16123
1988,3849
1989,27945
1990,3108
1991,800
1992,34659
1993,8017
1994,30813
1995,12783
1996,36848
1997,31138
1998,11561
1999,34213
2000,21939
2001,984
2002,36764
2003,3939
2004,27613
2005,885
2006,9544
2007,2216
2008,6527
2009,33004
2010,17743
2011,12859
2012,785
2013,9181
2014,17409
2015,23269
2016,10219
2017,31374
2018,1506
2019,6287
2020,36765
2021,34834
2022,37719
2023,10937
2024,427
2025,30279
2026,445
2027,23367
2028,4067
2029,34349
2030,568
2031,5022
2032,37359
2033,36902
2034,16918
2035,33263
2036,31552
2037,31930
2038,1909
2039,7060
2040,34712
2041,1192
2042,33473
2043,22655
2044,20359
2045,290
2046,34928
2047,35376
2048,8443
2049,33486
2050,5259
2051,8101
2052,5332
2053,463
2054,267
2055,981
2056,185
2057,758
2058,3989
2059,6567
2060,4280
2061,23249
2062,1261
2063,33755
2064,36790
2065,33457
2066,455
2067,32030
2068,8424
2069,3910
2070,3991
2071,7122
2072,9308
2073,33798
2074,1889
2075,19671
2076,34848
2077,8547
2078,29871
2079,30585
2080,308
2081,14583
2082,851
2083,15199
2084,5957
2085,29786
2086,89
2087,5684
2088,33342
2089,22745
2090,30132
2091,971
2092,1602
2093,3424
2094,6546
2095,124
2096,8792
2097,9159
2098,1313
2099,23157
2100,2719
2101,3750
2102,3361
2103,34542
2104,35075
2105,1458
2106,31646
2107,2023
2108,658
2109,14123
2110,35302
2111,1111
2112,1678
2113,29801
2114,31555
2115,9811
2116,12321
2117,7592
2118,14027
2119,3226
2120,32932
2121,138
2122,1482
2123,28257
2124,11917
2125,1071
2126,35320
2127,8026
2128,872
2129,4999
2130,19909
2131,4792
2132,412
2133,3616
2134,19653
2135,35262
2136,24795
2137,110
2138,32551
2139,35963
2140,36074
2141,36910
2142,1459
2143,3927
2144,2389
2145,11499
2146,558
2147,33740
2148,5355
2149,1532
2150,35891
2151,19157
2152,105
2153,35076
2154,9055
2155,359
2156,32609
2157,10798
2158,33099
2159,7695
2160,8479
2161,892
2162,876
2163,24817
2164,12677
2165,30321
2166,32256
2167,73
2168,4021
2169,4191
2170,32734
2171,9367
2172,26009
2173,17615
2174,3342
2175,3292
2176,37324
2177,17887
2178,557
2179,21569
2180,30412
2181,11019
2182,31740
2183,2544
2184,32934
2185,32937
2186,30232
2187,5184
2188,2175
2189,6327
2190,10934
2191,4726
2192,905
2193,36266
2194,10936
2195,3958
2196,28983
2197,22247
2198,1668
2199,28957
2200,20
2201,1383
2202,2355
2203,867
2204,649
2205,68
2206,3470
2207,6636
2208,33071
2209,35073
2210,15933
2211,2179
2212,33772
2213,13855
2214,17247
2215,12711
2216,31440
2217,36759
2218,250
2219,10162
2220,20909
2221,8079
2222,28405
2223,33564
2224,1844
2225,5030
2226,31157
2227,8900
2228,36937
2229,18045
2230,37665
2231,2014
2232,11073
2233,15883
2234,6571
2235,25015
2236,33840
2237,306
2238,30641
2239,32197
2240,5493
2241,34884
2242,25681
2243,34488
2244,31430
2245,13367
2246,659
2247,894
2248,97
2249,2043
2250,10497
2251,29027
2252,4443
2253,30458
2254,18851
2255,33245
2256,1347
2257,6325
2258,555
2259,10306
2260,18397
2261,29722
2262,33489
2263,10020
2264,5150
2265,2539
2266,23201
2267,5310
2268,100
2269,28617
2270,32668
2271,4650
2272,12419
2273,2847
2274,15051
2275,10716
2276,13863
2277,2063
2278,2097
2279,4010
2280,34999
2281,7465
2282,34179
2283,1527
2284,34642
2285,3727
2286,941
2287,979
2288,31553
2289,3702
2290,32730
2291,19319
2292,3165
2293,18689
2294,2403
2295,2792
2296,1346
2297,1189
2298,1898
2299,27825
2300,27815
2301,147
2302,1648
2303,32013
2304,31229
2305,8057
2306,6428
2307,33723
2308,530
2309,2767
2310,1967
2311,5454
2312,30378
2313,584
2314,3326
2315,36824
2316,36904
2317,33686
2318,35949
2319,566
2320,30600
2321,10607
2322,7972
2323,8908
2324,24261
2325,6299
2326,30206
2327,93
2328,30777
2329,33691
2330,2938
2331,1290
2332,28537
2333,8551
2334,2500
2335,2733
2336,1533
2337,4262
2338,8676
2339,12485
2340,606
2341,32309
2342,33041
2343,10271
2344,298
2345,12403
2346,1578
2347,14647
2348,8074
2349,2997
2350,6107
2351,3686
2352,35851
2353,24991
2354,1815
2355,350
2356,31559
2357,23829
2358,543
2359,6892
2360,10717
2361,497
2362,12997
2363,34757
2364,9989
2365,2007
2366,35369
2367,7338
2368,24475
2369,35965
2370,1911
2371,35015
2372,33696
2373,36349
2374,30
2375,32547
2376,3937
2377,2002
2378,9135
2379,2259
2380,2586
2381,11843
2382,8987
2383,357
2384,2219
2385,36521
2386,23227
2387,22265
2388,16033
2389,433
2390,7759
2391,28169
2392,10380
2393,2085
2394,4663
2395,7081
2396,9204
2397,23459
2398,11743
2399,3199
2400,17879
2401,21649
2402,9751
2403,30818
2404,11505
2405,31668
2406,861
2407,36803
2408,3710
2409,35957
2410,32359
2411,2740
2412,1466
2413,1116
2414,34566
2415,10731
2416,2907
2417,6958
2418,1011
2419,9120
2420,2513
2421,16586
2422,21571
2423,364
2424,36728
2425,731
2426,10336
2427,36575
2428,3990
2429,7666
2430,4483
2431,31196
2432,32979
2433,37005
2434,777
2435,12119
2436,10546
2437,34307
2438,30695
2439,906
2440,3306
2441,7858
2442,10457
2443,32301
2444,1301
2445,17267
2446,20441
2447,5039
2448,29974
2449,10073
2450,239
2451,8675
2452,25169
2453,32596
2454,58
2455,30782
2456,827
2457,36022
2458,28841
2459,5342
2460,3329
2461,36436
2462,33889
2463,32867
2464,19369
2465,346
2466,18247
2467,3827
2468,2069
2469,33244
2470,17357
2471,36229
2472,19195
2473,3848
2474,647
2475,1813
2476,10469
2477,35295
2478,8548
2479,30869
2480,440
2481,1409
2482,3138
2483,34626
2484,481
2485,34599
2486,3579
2487,33302
2488,23321
2489,34724
2490,33506
2491,16916
2492,8577
2493,1087
2494,10014
2495,1181
2496,149
2497,24469
2498,9693
2499,10447
2500,6772
2501,283
2502,1560
2503,15841
2504,1083
2505,25341
2506,4653
2507,6986
2508,32031
2509,33116
2510,9252
2511,25889
2512,32421
2513,34623
2514,30438
2515,2084
2516,1069
2517,2479
2518,990
2519,13299
2520,30658
2521,29868
2522,22057
2523,23029
2524,771
2525,34304
2526,34382
2527,28771
2528,25859
2529,3048
2530,36473
2531,6355
2532,15195
2533,761
2534,75
2535,10686
2536,2772
2537,2040
2538,21881
2539,1960
2540,517
2541,16345
2542,564
2543,1359
2544,16389
2545,1953
2546,10770
2547,7463
2548,32182
2549,21563
2550,15393
2551,28713
